"parliamentarian_id","interest_categories_id","title"
4120,22,"Servizio Autoambulanza Mendrisiotto"
4120,25,"AutoPostale Svizzera SA Regione Ticino"
4121,8,"Arud (Zentren für Suchtmedizin), Zürich"
4121,8,"ThurVita AG, Wil SG"
4121,8,"Heimstätten Wil, St. Gallen"
4121,13,"Pflegekinder-Aktion Schweiz, Zürich"
4121,14,"Universität St. Gallen, Institut für Wirtschaftsethik"
4121,23,"Gewerkschaftsbund Kanton St. Gallen, St Gallen"
4122,1,"Schweizerischer Getreideproduzentenverband, Bern"
4122,1,"Solothurnischer Bauernverband (SOBV), Solothurn"
4122,6,"Agro Treuhand Solothurn/Baselland, Riedholz"
4122,18,"Dorfzentrum Deitingen AG"
4123,4,"Fussverkehr Schweiz, Zürich"
4123,8,"Comité de pilotage du projet ""Mise en oeuvre RPT/législation sur la pers. en situation de handicap"""
4123,8,"Agir pour la dignité"
4123,8,"INFRI-Association fribourgeoise des institutions spécialisées, Fribourg"
4123,12,"Energiepolitische Kommission Städteverband"
4123,13,"Association Mütter- und Väterberatung des Seebezirks, Murten"
4123,16,"Applico, Murten"
4123,18,"Energie-, Umwelt- und Planungskommission der Gemeinde Murten"
4123,20,"Aktionsplan Strategie Biodiversität Schweiz"
4123,20,"Pro Natura, Basel"
4124,2,"Schweizerischer Arbeitgeberverband, Zürich (Grosser Vorstand)"
4124,2,"Schweizerischer Gewerbeverband (sgv), Bern (Mitglied der Gewerbekammer)"
4124,2,"ODEC - Verband HF - Absolventen, Winterthur"
4124,3,"Spida Ausgleichskasse, Zürich"
4124,3,"Spida Familienausgleichskasse, Zürich"
4124,3,"Spida Pensionskasse, Zürich"
4124,3,"Spida Sozialfonds Gebäudetechnik, Zürich"
4124,3,"Spida Personalvorsorgestiftung"
4124,6,"Schilliger Holding AG, Udligenswil"
4124,8,"Stiftung Speranza, Aarau"
4124,8,"Supported employment Schweiz, Bern"
4124,9,"Gisler Spenglerei-Bedachungen GmbH, Udligenswil"
4124,9,"Sozialfonds Suissetec"
4124,9,"Swisstec Gebäudetechnik-Verband, Zürich"
4124,10,"Kursaal Casino AG, Luzern"
4124,11,"Herzog Haustechnik AG, Luzern"
4124,11,"Herzog Hautechnik: Patronale Stiftung, Luzern"
4124,11,"Herzog Holding AG, Luzern"
4124,11,"IC AG Haustechnik-Beratung, Udligenswil"
4124,12,"Verband Effiziente Energie Erzeugung (V3E), Basel"
4124,12,"Verein Energieallianz"
4124,14,"Hochschule Luzern: Förderung Technik/Architektur"
4124,15,"Partner Immobilien AG, Udligenswil"
4124,22,"Kantonales Spital Wolhusen"
4124,22,"Luzerner Kantonsspital, Luzern (Spitalrat)"
4124,22,"Nidwaldner Kantonsspital, Stans (Spitalrat)"
4124,24,"VIHL - Hotelfachschulen, Luzern"
4125,4,"Hauseigentümerverband (HEV) Zürich"
4125,10,"Stiftung Davos Festival"
4125,11,"Rutz & Partner, Zollikon"
4125,14,"European Business School / HSO Bildungsorganisation Schweiz, Zürich AG"
4125,17,"Aktion Medienfreiheit, Bern"
4125,19,"IG Freiheit, Zürich"
4125,19,"SVP Partei"
4126,4,"Hausbesitzerverein Basel (Delegiertenversammlung)"
4126,7,"Groupe Mutuel, Groupe de réflexion santé"
4126,8,"Alzheimervereinigung beider Basel"
4126,8,"Gemeinnützige Institutionen, Basel"
4126,10,"Rockförderverein Basel, Basel"
4126,11,"Ernst Selmoni AG"
4126,13,"Frau Sucht Gesundheit / frauenOase"
4126,18,"Handelskammer beider Basel, Basel"
4126,19,"Freiheit + Verantwortung"
4126,21,"Gen Suisse - Schweizerische Stiftung für eine verantwortungsvolle Gentechnik, Bern"
4126,21,"IG biomedizinische Forschung und Innovation"
4128,4,"Neue Europäische Bewegung Schweiz (nebs), Bern"
4128,4,"Pro Velo Bern"
4128,4,"umverkehR, Zürich"
4128,10,"Mus-E"
4128,13,"Dachverband für offene Arbeit mit Kindern in der Stadt Bern"
4129,1,"Landfrauen Frauenfeld und Umgebung"
4129,2,"Fachausschuss Hauswirtschaft"
4129,2,"Gewerbeverein Frauenfeld"
4129,4,"Hauseigentümerverband (HEV) Frauenfeld"
4129,8,"Gemeinnütziger Frauenverein Frauenfeld"
4129,8,"Pro Senectute Thurgau, Weinfelden"
4129,10,"Kunstverein Frauenfeld"
4129,10,"Turf Club Frauenfeld (TCF)"
4129,12,"Aktion für vernünftige Energiepolitik Schweiz (AVES)"
4129,13,"TAGEO (Thurgauer Arbeitsgemeinschaft für Elternorganisationen)"
4129,18,"Verein EXPO2027"
4129,19,"IG Freiheit"
4129,20,"Tierschutzverein Frauenfeld"
4129,22,"Komitee für eine Schweiz ohne Masern, Bern"
4129,24,"Bodenseegärten"
4129,25,"Verkehrsverein Frauenfeld"
4130,4,"Läbigi Stadt Bern"
4130,12,"Solar Agentur Schweiz (SAS), Zürich"
4130,20,"Smaragdgebiet Oberaargau, Langenthal"
4130,20,"WWF Kanton Bern"
4131,8,"Freundinnen und Freunde der Gentiana Primary School Nairobi"
4131,20,"Schweizerische Greina-Stiftung (SGS) zur Erhaltung der alpinen Fliessgewässer, Zürich"
4131,20,"NATUME büro für natur umwelt mensch - claudia friedl"
4131,20,"WWF St. Gallen"
4131,21,"Forschungsintitut für biologischen Landbau (FiBL), Frick"
4134,14,"Schweizerische Gesellschaft für angewandte Berufsbildungsforschung (SGAB), Zürich"
4134,14,"Stadtrandschule, Schaffhausen"
4134,20,"Aqua Viva - Rheinaubund"
4135,6,"LCD Gestion Fiduciaire Sàrl, La Brévine"
4135,11,"Donato Sabella, La Chaux-de-Fonds"
4135,22,"OCM Dentaire SA, Neuchâtel"
4136,8,"Fondation ""Au Coeur des Grotttes"", Genève"
4136,13,"F-Information, Genève"
4136,20,"Association Transports et Environnement (ATE), Herzogenbuchsee"
4136,22,"Fondation genevoise pour le dépistage du cancer du sein, Genève"
4137,4,"Fondation HBM Emma KAMMACHER , Genève"
4137,4,"Fédération suisse des fonctionnaires de police, Lucerne"
4137,22,"Fondation communale immobilière de Lancy"
4137,22,"Les hôpitaux universitaires de Genève (HUG), Genève"
4140,4,"Società Ticinese degli Ufficiali"
4140,5,"Giovanni Merlini"
4140,5,"Ordine degli avvocati del Cantone Ticino"
4140,5,"Ordine dei Notai del Cantone Ticino"
4140,8,"Rotary Club Locarno"
4140,10,"Festival Internazionale del Film, Locarno"
4140,10,"Fondazione Ragioni Critiche, Giubiasco"
4140,10,"Fondazione Patrizio Patelli, Gordola"
4140,11,"Pini Swiss Engineers SA, Lugano"
4140,25,"Autosilo Piazza Castello SA, Locarno"
4140,25,"Ticino Parcheggi SA, Locarno"
4141,6,"LGT Bank (Schweiz) AG"
4141,6,"Zürcher Bankenverband"
4141,13,"Stiftung Stunde des Herzens, Zürich"
4141,15,"ARWA IMMOBILIEN AG. Baar"
4141,20,"Fondazione Kaspar e Sophie Spörri, Gudo"
4141,22,"Stiftung Zürcher Lighthouse, Zürich"
4142,4,"Komitee ""Pro Flughafen"", Zürich"
4142,5,"Wenger & Vieli AG, Zürich"
4142,6,"EGS Beteiligungen AG, Zürich"
4142,8,"Züriwerk - Stiftung für Menschen mit geistiger Behinderung im Kanton Zürich"
4142,10,"Ernst Göhner Stiftung, Zug"
4142,10,"Fritz Gerber-Stiftung für begabte junge Menschen, Basel"
4142,10,"Veronika und Hugo Bohny Stiftung, Meilen"
4142,16,"Rahn AG, Zürich"
4142,18,"Zürcher Handelskammer"
4142,22,"RehaClinic AG, Bad Zurzach"
4142,22,"RehaClinic Zürich AG"
4142,22,"Wilhelm Schulthess - Stiftung, Zürich"
4142,25,"Panalpina Welttransport (Holding) AG, Basel"
4143,4,"ASLOCA-Lausanne (Association suisse des locataires)"
4143,8,"Centre social protestant, Lausanne"
4143,10,"Fondation Compagnie Philippe Saire, Lausanne"
4143,10,"Fondation Théâtre Arsenic, Lausanne"
4143,18,"Société de développement du Centre, Lausanne"
4144,6,"Gaydoul Group, Freienbach"
4144,6,"Gaydoul Holding AG"
4144,6,"Matter Beteiligungen, Zug"
4144,6,"Matter Group, Meilen"
4144,6,"Neue Helvetische Bank, Zürich"
4144,11,"Elektroplanungsbüro Thomas Matter"
4144,15,"MG Real Estate (Spain), Meilen"
4144,15,"MG Real Estate, Meilen"
4144,15,"Phitora, Arosa"
4144,19,"IG JA zum Schutz der Privatsphäre"
4144,19,"IG Schweizer Unternehmer gegen wirtschaftsfeindliche Initiativen"
4146,1,"Landi Büren"
4146,14,"Höhere Fachschule Holz, Biel"
4147,4,"Vadec SA, La Chaux-de-Fonds"
4147,8,"Fondation Favre-Robert-Guyot-Bingguely"
4147,11,"Société Immobilière Polyexpo SA, La Chaux-de-Fonds"
4147,12,"Intercommunale Gaz-Energie (IGESA) SA, La Chaux-de-Fonds"
4147,12,"Syndicat pour l'alimentation du Val-de-Ruz et des Montagnes Neuchâteloises (SIVAMO)"
4147,15,"Bloc 30 S.A."
4147,18,"Commune de la Chaux-de-Fonds"
4147,24,"Hôtel Pierre-François SA, La Chaux-de-Fonds"
4147,25,"Aéroport régional des Eplatures SA, La Chaux-de-Fonds"
4148,1,"Holzkorporation Hegnau"
4148,10,"Männerchor Ellikon an der Thur"
